,자전거번호,대여일시,대여소번호,대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간,이용거리
378,SPB-07236,2019-11-12 22:15,152,마포구민체육센터 앞,25.0,2019-11-12 22:27,101,(구)합정동 주민센터,2.0,10.0,1200.0
379,SPB-16069,2019-11-12 23:13,104,합정역 1번출구 앞,1.0,2019-11-12 23:18,101,(구)합정동 주민센터,1.0,5.0,990.0
380,SPB-22144,2019-11-12 22:51,391,정동길입구,4.0,2019-11-12 23:32,101,(구)합정동 주민센터,3.0,38.0,7330.0
381,SPB-06351,2019-11-12 23:47,103,망원역 2번출구 앞,9.0,2019-11-12 23:53,101,(구)합정동 주민센터,1.0,5.0,0.0
382,SPB-16124,2019-11-13 0:20,104,합정역 1번출구 앞,9.0,2019-11-13 0:28,101,(구)합정동 주민센터,4.0,7.0,1070.0
383,SPB-20972,2019-11-13 1:00,104,합정역 1번출구 앞,11.0,2019-11-13 1:05,101,(구)합정동 주민센터,5.0,5.0,710.0
384,SPB-22802,2019-11-13 9:32,103,망원역 2번출구 앞,3.0,2019-11-13 9:39,101,(구)합정동 주민센터,2.0,6.0,930.0
385,SPB-18589,2019-11-13 10:01,106,합정역 7번출구 앞,3.0,2019-11-13 10:06,101,(구)합정동 주민센터,1.0,4.0,500.0
386,SPB-19322,2019-11-13 11:50,152,마포구민체육센터 앞,23.0,2019-11-13 11:56,101,(구)합정동 주민센터,3.0,6.0,1160.0
387,SPB-17788,2019-11-13 13:04,152,마포구민체육센터 앞,20.0,2019-11-13 13:10,101,(구)합정동 주민센터,4.0,5.0,1200.0
388,SPB-13934,2019-11-13 18:00,106,합정역 7번출구 앞,4.0,2019-11-13 18:06,101,(구)합정동 주민센터,2.0,5.0,860.0
389,SPB-17924,2019-11-13 18:33,148,용강동 주민센터 앞,1.0,2019-11-13 19:08,101,(구)합정동 주민센터,2.0,34.0,690.0
390,SPB-11626,2019-11-13 18:55,267,삼성화재 사옥 옆,3.0,2019-11-13 19:08,101,(구)합정동 주민센터,5.0,12.0,2060.0
391,SPB-10061,2019-11-13 21:53,106,합정역 7번출구 앞,8.0,2019-11-13 22:00,101,(구)합정동 주민센터,3.0,6.0,910.0
392,SPB-17924,2019-11-13 21:51,152,마포구민체육센터 앞,19.0,2019-11-13 22:01,101,(구)합정동 주민센터,2.0,9.0,1420.0
393,SPB-19322,2019-11-13 21:23,101,(구)합정동 주민센터,3.0,2019-11-13 22:40,101,(구)합정동 주민센터,1.0,71.0,1940.0
394,SPB-24072,2019-11-13 22:17,826,서울역 서부교차로2,20.0,2019-11-13 22:45,101,(구)합정동 주민센터,2.0,26.0,6130.0
395,SPB-22075,2019-11-13 23:48,103,망원역 2번출구 앞,4.0,2019-11-13 23:53,101,(구)합정동 주민센터,1.0,5.0,760.0
396,SPB-05410,2019-11-14 3:20,106,합정역 7번출구 앞,1.0,2019-11-14 3:24,101,(구)합정동 주민센터,1.0,3.0,830.0
397,SPB-09193,2019-11-14 9:04,203,국회의사당역 3번출구 옆,1.0,2019-11-14 9:28,101,(구)합정동 주민센터,4.0,21.0,4340.0
398,SPB-07205,2019-11-14 12:07,1160,양천향교역 7번출구앞,1.0,2019-11-14 12:55,101,(구)합정동 주민센터,1.0,47.0,10260.0
399,SPB-07247,2019-11-14 16:13,148,용강동 주민센터 앞,11.0,2019-11-14 17:05,101,(구)합정동 주민센터,4.0,52.0,7420.0
400,SPB-15391,2019-11-14 17:14,113,홍대입구역 2번출구 앞,22.0,2019-11-14 17:29,101,(구)합정동 주민센터,1.0,,2290.0
401,SPB-18517,2019-11-14 18:40,104,합정역 1번출구 앞,1.0,2019-11-14 18:48,101,(구)합정동 주민센터,4.0,8.0,990.0
402,SPB-12442,2019-11-14 18:25,226,샛강역 1번출구 앞,15.0,2019-11-14 19:16,101,(구)합정동 주민센터,3.0,49.0,6340.0
403,SPB-11712,2019-11-14 19:19,104,합정역 1번출구 앞,8.0,2019-11-14 19:25,101,(구)합정동 주민센터,1.0,5.0,890.0
404,SPB-23012,2019-11-14 19:53,267,삼성화재 사옥 옆,2.0,2019-11-14 20:05,101,(구)합정동 주민센터,2.0,12.0,2350.0
405,SPB-16711,2019-11-14 20:41,151,망원1동주민센터,2.0,2019-11-14 20:48,101,(구)합정동 주민센터,4.0,6.0,1040.0
406,SPB-23793,2019-11-14 21:43,826,서울역 서부교차로2,18.0,2019-11-14 22:10,101,(구)합정동 주민센터,5.0,25.0,6320.0
407,SPB-23154,2019-11-14 22:05,106,합정역 7번출구 앞,10.0,2019-11-14 22:11,101,(구)합정동 주민센터,5.0,5.0,510.0
408,SPB-07283,2019-11-14 22:15,152,마포구민체육센터 앞,17.0,2019-11-14 22:26,101,(구)합정동 주민센터,,11.0,0.0
409,SPB-10593,2019-11-14 23:29,106,합정역 7번출구 앞,5.0,2019-11-14 23:40,101,(구)합정동 주민센터,4.0,10.0,
410,SPB-18614,2019-11-14 23:07,391,정동길입구,5.0,2019-11-14 23:49,101,(구)합정동 주민센터,3.0,40.0,7510.0
411,SPB-24467,2019-11-15 1:04,103,망원역 2번출구 앞,3.0,2019-11-15 1:10,101,(구)합정동 주민센터,1.0,5.0,770.0
412,SPB-13450,2019-11-15 2:22,151,망원1동주민센터,10.0,2019-11-15 2:27,101,(구)합정동 주민센터,2.0,4.0,1070.0
413,SPB-25161,2019-11-15 3:13,106,합정역 7번출구 앞,6.0,2019-11-15 3:18,101,(구)합정동 주민센터,1.0,3.0,640.0
414,SPB-24515,2019-11-15 3:58,112,극동방송국 앞,1.0,2019-11-15 4:08,101,(구)합정동 주민센터,1.0,9.0,1620.0
415,SPB-12116,2019-11-15 4:22,112,극동방송국 앞,5.0,2019-11-15 4:33,101,(구)합정동 주민센터,1.0,11.0,2200.0
416,SPB-17768,2019-11-15 9:31,103,망원역 2번출구 앞,14.0,2019-11-15 9:37,101,(구)합정동 주민센터,,5.0,
417,SPB-18841,2019-11-15 20:40,113,홍대입구역 2번출구 앞,24.0,2019-11-15 20:53,101,(구)합정동 주민센터,1.0,12.0,2280.0
418,SPB-24467,2019-11-15 21:55,152,마포구민체육센터 앞,18.0,2019-11-15 22:05,101,(구)합정동 주민센터,1.0,10.0,1180.0
419,SPB-17570,2019-11-15 22:16,391,정동길입구,7.0,2019-11-15 23:04,101,(구)합정동 주민센터,5.0,48.0,8100.0
